produit,categorie,mois,is_good_sale
Pain toasté,Boulangerie,4,1
Pomme,Fruits,1,0
Pain complet,Boulangerie,6,1
Gouda,Produits laitiers,1,1
Tomme,Produits laitiers,2,1
Carotte,Légumes,10,1
Tomate,Légumes,10,0
Pain aux céréales,Boulangerie,11,1
Laitue,Légumes,11,0
Pain blanc,Boulangerie,4,1
Brioche,Boulangerie,11,1
Melon,Fruits,7,1
Poivron,Légumes,5,0
Brioche,Boulangerie,6,1
Brie,Produits laitiers,3,1
Fraise,Fruits,11,0
Pomme,Fruits,11,1
Carotte,Légumes,1,1
Pain aux céréales,Boulangerie,2,1
Chèvre,Produits laitiers,6,1
Brioche,Boulangerie,9,1
Carotte,Légumes,3,0
Pain de mie,Boulangerie,3,1
Pain complet,Boulangerie,11,1
Brioche,Boulangerie,2,1
Fraise,Fruits,8,0
Clémentine,Fruits,4,0
Brie,Produits laitiers,6,1
Tomme,Produits laitiers,5,1
Pain de mie,Boulangerie,3,1
Cerise,Fruits,2,0
Aubergine,Légumes,7,1
Pomme,Fruits,10,1
Pain pita,Boulangerie,8,1
Navet,Légumes,2,1
Pain toasté,Boulangerie,7,1
Brocoli,Légumes,5,0
Tomme,Produits laitiers,12,1
Gouda,Produits laitiers,4,1
Raisin,Fruits,6,0
Fraise,Fruits,12,0
Poireau,Légumes,3,0
Chou-fleur,Légumes,11,1
Gouda,Produits laitiers,2,1
Tomate,Légumes,2,0
Pain complet,Boulangerie,7,1
Pain blanc,Boulangerie,1,1
Pêche,Fruits,9,0
Cerise,Fruits,3,0
Tomme,Produits laitiers,1,1
Pomme,Fruits,12,1
Pain complet,Boulangerie,11,1
Abricot,Fruits,8,0
Clémentine,Fruits,2,0
Abricot,Fruits,6,1
Courgette,Légumes,3,0
Fromage blanc,Produits laitiers,3,1
Laitue,Légumes,10,0
Laitue,Légumes,2,0
Beurre doux,Produits laitiers,3,1
Brocoli,Légumes,7,0
Pastèque,Fruits,2,0
Yaourt nature,Produits laitiers,8,1
Poivron,Légumes,4,0
Melon,Fruits,12,0
Courgette,Légumes,8,1
Aubergine,Légumes,11,0
Beurre doux,Produits laitiers,9,1
Melon,Fruits,7,1
Chèvre,Produits laitiers,11,1
Pomme,Fruits,11,1
Aubergine,Légumes,3,0
Lait,Produits laitiers,6,1
Fraise,Fruits,10,0
Yaourt nature,Produits laitiers,11,1
Roquefort,Produits laitiers,5,1
Pain complet,Boulangerie,4,1
Clémentine,Fruits,12,1
Raisin,Fruits,3,0
Beurre doux,Produits laitiers,12,1
Clémentine,Fruits,3,0
Brioche,Boulangerie,2,1
Carotte,Légumes,7,0
Raisin,Fruits,3,0
Tomate,Légumes,7,1
Pain complet,Boulangerie,3,1
Beurre doux,Produits laitiers,6,1
Tomme,Produits laitiers,4,1
Clémentine,Fruits,11,1
Courgette,Légumes,7,1
Croissant,Boulangerie,11,1
Clémentine,Fruits,5,0
Yaourt nature,Produits laitiers,8,1
Chèvre,Produits laitiers,9,1
Beurre doux,Produits laitiers,10,1
Laitue,Légumes,7,0
Navet,Légumes,2,1
Courgette,Légumes,9,0
Brioche,Boulangerie,12,1
Pomme,Fruits,11,1
Brioche,Boulangerie,1,1
Beurre doux,Produits laitiers,6,1
Abricot,Fruits,2,0
Fraise,Fruits,7,1
Pomme,Fruits,7,0
Yaourt nature,Produits laitiers,1,1
Pain au chocolat,Boulangerie,2,1
Tomate,Légumes,2,0
Pain au chocolat,Boulangerie,10,1
Beurre doux,Produits laitiers,7,1
Brocoli,Légumes,11,1
Lait,Produits laitiers,8,1
Pomme,Fruits,11,1
Pain blanc,Boulangerie,12,1
Pain blanc,Boulangerie,9,1
Laitue,Légumes,9,0
Orange,Fruits,10,0
Tomate,Légumes,4,0
Pain de mie,Boulangerie,1,1
Cerise,Fruits,8,0
Orange,Fruits,10,0
Brie,Produits laitiers,5,1
Raisin,Fruits,7,0
Poireau,Légumes,5,0
Fromage blanc,Produits laitiers,8,1
Tomme,Produits laitiers,6,1
Brioche,Boulangerie,4,1
Pain de mie,Boulangerie,8,1
Pain pita,Boulangerie,6,1
Pain au chocolat,Boulangerie,8,1
Tomme,Produits laitiers,2,1
Poireau,Légumes,3,0
Poireau,Légumes,11,1
Pain au chocolat,Boulangerie,8,1
Chèvre,Produits laitiers,2,1
Gouda,Produits laitiers,12,1
Pastèque,Fruits,4,0
Pastèque,Fruits,1,0
Pain aux céréales,Boulangerie,4,1
Pastèque,Fruits,8,1
Abricot,Fruits,1,0
Pain complet,Boulangerie,10,1
Brocoli,Légumes,2,0
Pastèque,Fruits,6,0
Croissant,Boulangerie,4,1
Brocoli,Légumes,3,0
Pastèque,Fruits,4,0
Tomme,Produits laitiers,9,1
Tomme,Produits laitiers,8,1
Pain complet,Boulangerie,8,1
Courgette,Légumes,3,0
Laitue,Légumes,6,1
Melon,Fruits,1,0
Roquefort,Produits laitiers,10,1
Carotte,Légumes,9,0
Chèvre,Produits laitiers,10,1
Pastèque,Fruits,6,0
Cerise,Fruits,10,0
Abricot,Fruits,10,0
Pain complet,Boulangerie,5,1
Pain pita,Boulangerie,7,1
Navet,Légumes,10,0
Pain blanc,Boulangerie,8,1
Pain toasté,Boulangerie,5,1
Fraise,Fruits,12,0
Fraise,Fruits,6,1
Tomme,Produits laitiers,5,1
Pain blanc,Boulangerie,12,1
Chèvre,Produits laitiers,6,1
Laitue,Légumes,3,0
Pain aux céréales,Boulangerie,7,1
Abricot,Fruits,11,0
Pain au chocolat,Boulangerie,11,1
Pain aux céréales,Boulangerie,1,1
Navet,Légumes,1,1
Courgette,Légumes,8,1
Aubergine,Légumes,9,0
Chèvre,Produits laitiers,11,1
Pain pita,Boulangerie,3,1
Tomate,Légumes,6,1
Aubergine,Légumes,5,0
Pêche,Fruits,4,0
Roquefort,Produits laitiers,9,1
Pastèque,Fruits,8,1
Carotte,Légumes,8,0
Pêche,Fruits,2,0
Laitue,Légumes,6,1
Lait,Produits laitiers,8,1
Brocoli,Légumes,3,0
Abricot,Fruits,9,0
Abricot,Fruits,5,0
Courgette,Légumes,4,0
Roquefort,Produits laitiers,4,1
Gouda,Produits laitiers,11,1
Melon,Fruits,10,0
Aubergine,Légumes,8,0
Tomate,Légumes,8,1
Orange,Fruits,12,1
Aubergine,Légumes,11,0
Orange,Fruits,11,1
Pain blanc,Boulangerie,11,1
Fromage blanc,Produits laitiers,2,1
Laitue,Légumes,6,1
Laitue,Légumes,4,1
Pain toasté,Boulangerie,10,1
Raisin,Fruits,9,1
Carotte,Légumes,8,0
Aubergine,Légumes,8,0
Poireau,Légumes,8,0
Poireau,Légumes,11,1
Pain pita,Boulangerie,9,1
Carotte,Légumes,12,1
Pain toasté,Boulangerie,10,1
Pain aux céréales,Boulangerie,3,1
Pain aux céréales,Boulangerie,4,1
Roquefort,Produits laitiers,10,1
Croissant,Boulangerie,5,1
Fraise,Fruits,9,0
Pain pita,Boulangerie,9,1
Gouda,Produits laitiers,6,1
Orange,Fruits,10,0
Pain complet,Boulangerie,11,1
Poireau,Légumes,12,1
Camembert,Produits laitiers,1,1
Croissant,Boulangerie,12,1
Brioche,Boulangerie,6,1
Cerise,Fruits,1,0
Pastèque,Fruits,11,0
Navet,Légumes,8,0
Laitue,Légumes,11,0
Clémentine,Fruits,1,1
Brie,Produits laitiers,12,1
Tomate,Légumes,7,1
Croissant,Boulangerie,10,1
Pain blanc,Boulangerie,2,1
Melon,Fruits,10,0
Pomme,Fruits,3,0
Navet,Légumes,10,0
Orange,Fruits,8,0
Orange,Fruits,12,1
Fromage blanc,Produits laitiers,3,1
Pêche,Fruits,1,0
Navet,Légumes,5,0
Carotte,Légumes,8,0
Clémentine,Fruits,4,0
Brioche,Boulangerie,8,1
Raisin,Fruits,12,0
Abricot,Fruits,12,0
Pain blanc,Boulangerie,10,1
Brocoli,Légumes,4,0
Laitue,Légumes,6,1
Pastèque,Fruits,6,0
Aubergine,Légumes,7,1
Chèvre,Produits laitiers,5,1
Chou-fleur,Légumes,12,1
Tomate,Légumes,3,0
Laitue,Légumes,7,0
Brioche,Boulangerie,7,1
Brioche,Boulangerie,10,1
Beurre doux,Produits laitiers,12,1
Aubergine,Légumes,2,0
Carotte,Légumes,8,0
Chou-fleur,Légumes,5,0
Laitue,Légumes,5,1
Lait,Produits laitiers,3,1
Roquefort,Produits laitiers,1,1
Pain au chocolat,Boulangerie,4,1
Brocoli,Légumes,10,1
Pain au chocolat,Boulangerie,4,1
Gouda,Produits laitiers,2,1
Poivron,Légumes,3,0
Gouda,Produits laitiers,11,1
Pastèque,Fruits,7,1
Brocoli,Légumes,8,0
Navet,Légumes,7,0
Aubergine,Légumes,10,0
Chou-fleur,Légumes,7,0
Fromage blanc,Produits laitiers,5,1
Pêche,Fruits,4,0
Croissant,Boulangerie,9,1
Pain blanc,Boulangerie,1,1
Lait,Produits laitiers,1,1
Brioche,Boulangerie,3,1
Pain au chocolat,Boulangerie,12,1
Abricot,Fruits,2,0
Roquefort,Produits laitiers,7,1
Pain complet,Boulangerie,2,1
Brocoli,Légumes,7,0
Camembert,Produits laitiers,10,1
Gouda,Produits laitiers,12,1
Beurre doux,Produits laitiers,7,1
Carotte,Légumes,9,0
Pain toasté,Boulangerie,12,1
Brioche,Boulangerie,10,1
Pain de mie,Boulangerie,7,1
Orange,Fruits,1,1
Chèvre,Produits laitiers,7,1
Chèvre,Produits laitiers,10,1
Melon,Fruits,4,0
Croissant,Boulangerie,11,1
Fromage blanc,Produits laitiers,5,1
Laitue,Légumes,8,0
Courgette,Légumes,10,0
Camembert,Produits laitiers,8,1
Courgette,Légumes,7,1
Orange,Fruits,12,1
Pastèque,Fruits,7,1
Pain toasté,Boulangerie,2,1
Lait,Produits laitiers,8,1
Clémentine,Fruits,5,0
Melon,Fruits,12,0
Pomme,Fruits,1,0
Orange,Fruits,1,1
Laitue,Légumes,1,0
Pomme,Fruits,12,1
Orange,Fruits,8,0
Beurre doux,Produits laitiers,7,1
Poivron,Légumes,12,0
Beurre doux,Produits laitiers,6,1
Pain complet,Boulangerie,6,1
Brioche,Boulangerie,4,1
Fraise,Fruits,2,0
Camembert,Produits laitiers,4,1
Cerise,Fruits,8,0
Laitue,Légumes,7,0
Lait,Produits laitiers,7,1
Yaourt nature,Produits laitiers,5,1
Cerise,Fruits,5,1
Navet,Légumes,11,1
Courgette,Légumes,6,1
Beurre doux,Produits laitiers,4,1
Roquefort,Produits laitiers,3,1
Pain complet,Boulangerie,12,1
Brocoli,Légumes,10,1
Baguette,Boulangerie,8,1
Fromage blanc,Produits laitiers,7,1
Tomme,Produits laitiers,11,1
Brie,Produits laitiers,6,1
Raisin,Fruits,4,0
Baguette,Boulangerie,1,1
Chèvre,Produits laitiers,1,1
Tomate,Légumes,11,0
Pain toasté,Boulangerie,3,1
Croissant,Boulangerie,6,1
Poireau,Légumes,7,0
Pain pita,Boulangerie,4,1
Brocoli,Légumes,4,0
Brie,Produits laitiers,12,1
Pain au chocolat,Boulangerie,2,1
Raisin,Fruits,1,0
Pain aux céréales,Boulangerie,8,1
Clémentine,Fruits,10,0
Brocoli,Légumes,11,1
Aubergine,Légumes,12,0
Fraise,Fruits,9,0
Pain complet,Boulangerie,12,1
Fraise,Fruits,5,1
Roquefort,Produits laitiers,5,1
Brocoli,Légumes,9,0
Brioche,Boulangerie,11,1
Pain de mie,Boulangerie,12,1
Croissant,Boulangerie,9,1
Carotte,Légumes,12,1
Pomme,Fruits,12,1
Tomme,Produits laitiers,6,1
Melon,Fruits,3,0
Roquefort,Produits laitiers,2,1
Brioche,Boulangerie,7,1
Aubergine,Légumes,1,0
Lait,Produits laitiers,9,1
Beurre doux,Produits laitiers,8,1
Pain au chocolat,Boulangerie,4,1
Tomme,Produits laitiers,8,1
Beurre doux,Produits laitiers,3,1
Courgette,Légumes,12,0
Roquefort,Produits laitiers,8,1
Lait,Produits laitiers,3,1
Pêche,Fruits,7,1
Pastèque,Fruits,3,0
Pain blanc,Boulangerie,5,1
Cerise,Fruits,10,0
Pain complet,Boulangerie,5,1
Pain au chocolat,Boulangerie,5,1
Pomme,Fruits,9,1
Yaourt nature,Produits laitiers,11,1
Pain complet,Boulangerie,6,1
Abricot,Fruits,8,0
Brioche,Boulangerie,11,1
Chou-fleur,Légumes,2,0
Aubergine,Légumes,1,0
Tomme,Produits laitiers,11,1
Raisin,Fruits,11,0
Yaourt nature,Produits laitiers,1,1
Brocoli,Légumes,11,1
Laitue,Légumes,3,0
Pain aux céréales,Boulangerie,11,1
Brioche,Boulangerie,3,1
Pain toasté,Boulangerie,2,1
Roquefort,Produits laitiers,12,1
Clémentine,Fruits,12,1
Pain de mie,Boulangerie,3,1
Gouda,Produits laitiers,1,1
Navet,Légumes,7,0
Melon,Fruits,8,1
Carotte,Légumes,4,0
Navet,Légumes,11,1
Pain de mie,Boulangerie,5,1
Fromage blanc,Produits laitiers,12,1
Poivron,Légumes,6,0
Carotte,Légumes,5,0
Brocoli,Légumes,5,0
Poireau,Légumes,9,0
Clémentine,Fruits,5,0
Pain complet,Boulangerie,9,1
Brocoli,Légumes,12,1
Tomate,Légumes,8,1
Croissant,Boulangerie,10,1
Navet,Légumes,6,0
Pastèque,Fruits,2,0
Brie,Produits laitiers,7,1
Pain blanc,Boulangerie,6,1
Pastèque,Fruits,9,0
Brie,Produits laitiers,6,1
Pain aux céréales,Boulangerie,12,1
Aubergine,Légumes,12,0
Navet,Légumes,2,1
Cerise,Fruits,12,0
Gouda,Produits laitiers,8,1
Tomate,Légumes,4,0
Tomme,Produits laitiers,8,1
Pain aux céréales,Boulangerie,5,1
Cerise,Fruits,11,0
Chou-fleur,Légumes,12,1
Brocoli,Légumes,5,0
Yaourt nature,Produits laitiers,9,1
Navet,Légumes,7,0
Raisin,Fruits,3,0
Lait,Produits laitiers,6,1
Lait,Produits laitiers,6,1
Tomme,Produits laitiers,11,1
Pain de mie,Boulangerie,11,1
Pain complet,Boulangerie,11,1
Pain toasté,Boulangerie,8,1
Fraise,Fruits,2,0
Fraise,Fruits,3,0
Poireau,Légumes,4,0
Brie,Produits laitiers,2,1
Brocoli,Légumes,2,0
Lait,Produits laitiers,10,1
Pain blanc,Boulangerie,7,1
Pomme,Fruits,5,0
Carotte,Légumes,3,0
Lait,Produits laitiers,4,1
Camembert,Produits laitiers,11,1
Pain pita,Boulangerie,3,1
Fromage blanc,Produits laitiers,1,1
Pain aux céréales,Boulangerie,6,1
Pain complet,Boulangerie,4,1
Poivron,Légumes,12,0
Pastèque,Fruits,8,1
Pain pita,Boulangerie,1,1
Pomme,Fruits,9,1
Pêche,Fruits,6,1
Poivron,Légumes,9,0
Pain blanc,Boulangerie,8,1
Pastèque,Fruits,6,0
Tomme,Produits laitiers,4,1
Clémentine,Fruits,12,1
Croissant,Boulangerie,10,1
Poivron,Légumes,11,0
Aubergine,Légumes,12,0
Abricot,Fruits,10,0
Navet,Légumes,3,0
Pain au chocolat,Boulangerie,2,1
Pain de mie,Boulangerie,7,1
Abricot,Fruits,5,0
Carotte,Légumes,6,0
Camembert,Produits laitiers,8,1
Pain de mie,Boulangerie,6,1
Fraise,Fruits,9,0
Cerise,Fruits,2,0
Lait,Produits laitiers,1,1
Pêche,Fruits,1,0
Pain de mie,Boulangerie,8,1
Pain toasté,Boulangerie,8,1
Croissant,Boulangerie,1,1
Roquefort,Produits laitiers,3,1
Fromage blanc,Produits laitiers,7,1
Poivron,Légumes,3,0
Laitue,Légumes,12,0
Navet,Légumes,5,0
Carotte,Légumes,2,1
Raisin,Fruits,9,1
Cerise,Fruits,4,0
Courgette,Légumes,8,1
Poivron,Légumes,5,0
Raisin,Fruits,9,1
Chèvre,Produits laitiers,12,1
Orange,Fruits,9,0
Poivron,Légumes,4,0
Yaourt nature,Produits laitiers,8,1
Cerise,Fruits,4,0
Melon,Fruits,1,0
Tomme,Produits laitiers,9,1
Courgette,Légumes,1,0
Beurre doux,Produits laitiers,4,1
Pomme,Fruits,8,0
Tomate,Légumes,4,0
Yaourt nature,Produits laitiers,4,1
Pain blanc,Boulangerie,8,1
Chou-fleur,Légumes,12,1
Beurre doux,Produits laitiers,12,1
Pain blanc,Boulangerie,4,1
Pain blanc,Boulangerie,7,1
Chèvre,Produits laitiers,1,1
Baguette,Boulangerie,2,1
Aubergine,Légumes,12,0
Melon,Fruits,7,1
Pain de mie,Boulangerie,6,1
Pain pita,Boulangerie,9,1
Fromage blanc,Produits laitiers,6,1
Pêche,Fruits,7,1
Poivron,Légumes,4,0
Orange,Fruits,10,0
Yaourt nature,Produits laitiers,11,1
Poivron,Légumes,10,0
Clémentine,Fruits,7,0
Fromage blanc,Produits laitiers,2,1
Laitue,Légumes,12,0
Carotte,Légumes,4,0
Pain complet,Boulangerie,3,1
Brocoli,Légumes,5,0
Roquefort,Produits laitiers,11,1
Aubergine,Légumes,9,0
Poireau,Légumes,11,1
Pain de mie,Boulangerie,7,1
Chou-fleur,Légumes,7,0
Pêche,Fruits,6,1
Pain pita,Boulangerie,6,1
Tomate,Légumes,2,0
Pain aux céréales,Boulangerie,8,1
Tomate,Légumes,2,0
Brioche,Boulangerie,8,1
Brioche,Boulangerie,10,1
Raisin,Fruits,7,0
Brioche,Boulangerie,10,1
Pain pita,Boulangerie,1,1
Navet,Légumes,8,0
Pain pita,Boulangerie,3,1
Courgette,Légumes,3,0
Pain toasté,Boulangerie,2,1
Pain complet,Boulangerie,8,1
Pain blanc,Boulangerie,5,1
Pain complet,Boulangerie,8,1
Pain complet,Boulangerie,2,1
Pain de mie,Boulangerie,7,1
Fraise,Fruits,3,0
Tomme,Produits laitiers,10,1
Chèvre,Produits laitiers,12,1
Carotte,Légumes,7,0
Aubergine,Légumes,8,0
Tomme,Produits laitiers,11,1
Carotte,Légumes,9,0
Baguette,Boulangerie,9,1
Chou-fleur,Légumes,1,1
Pain complet,Boulangerie,2,1
Cerise,Fruits,3,0
Courgette,Légumes,11,0
Brioche,Boulangerie,12,1
Tomate,Légumes,5,0
Baguette,Boulangerie,11,1
Poireau,Légumes,12,1
Pain blanc,Boulangerie,4,1
Fromage blanc,Produits laitiers,9,1
Poireau,Légumes,1,1
Pêche,Fruits,2,0
Roquefort,Produits laitiers,5,1
Abricot,Fruits,4,0
Pastèque,Fruits,3,0
Baguette,Boulangerie,12,1
Courgette,Légumes,8,1
Pain complet,Boulangerie,4,1
Chèvre,Produits laitiers,1,1
Melon,Fruits,1,0
Pomme,Fruits,3,0
Pain toasté,Boulangerie,10,1
Chou-fleur,Légumes,7,0
Poireau,Légumes,7,0
Beurre doux,Produits laitiers,6,1
Tomme,Produits laitiers,4,1
Beurre doux,Produits laitiers,2,1
Courgette,Légumes,12,0
Tomate,Légumes,8,1
Laitue,Légumes,2,0
Baguette,Boulangerie,9,1
Poivron,Légumes,9,0
Tomate,Légumes,5,0
Clémentine,Fruits,11,1
Baguette,Boulangerie,8,1
Poivron,Légumes,2,0
Brioche,Boulangerie,6,1
Brie,Produits laitiers,12,1
Beurre doux,Produits laitiers,6,1
Laitue,Légumes,3,0
Brocoli,Légumes,3,0
Pêche,Fruits,12,0
Pastèque,Fruits,10,0
Carotte,Légumes,3,0
Croissant,Boulangerie,8,1
Carotte,Légumes,8,0
Yaourt nature,Produits laitiers,2,1
Melon,Fruits,6,1
Fraise,Fruits,9,0
Brocoli,Légumes,1,0
Raisin,Fruits,9,1
Carotte,Légumes,4,0
Pain aux céréales,Boulangerie,4,1
Gouda,Produits laitiers,3,1
Chou-fleur,Légumes,8,0
Tomate,Légumes,1,0
Roquefort,Produits laitiers,10,1
Fraise,Fruits,9,0
Brocoli,Légumes,9,0
Melon,Fruits,4,0
Abricot,Fruits,1,0
Pain complet,Boulangerie,7,1
Pain pita,Boulangerie,2,1
Carotte,Légumes,8,0
Pain complet,Boulangerie,7,1
Pastèque,Fruits,9,0
Navet,Légumes,3,0
Navet,Légumes,8,0
Lait,Produits laitiers,1,1
Poivron,Légumes,3,0
Beurre doux,Produits laitiers,2,1
Fraise,Fruits,11,0
Yaourt nature,Produits laitiers,8,1
Pastèque,Fruits,12,0
Pain blanc,Boulangerie,12,1
Aubergine,Légumes,10,0
Pain blanc,Boulangerie,7,1
Clémentine,Fruits,3,0
Brocoli,Légumes,11,1
Pain aux céréales,Boulangerie,10,1
Pain toasté,Boulangerie,6,1
Fromage blanc,Produits laitiers,11,1
Tomate,Légumes,12,0
Pain toasté,Boulangerie,5,1
Pomme,Fruits,9,1
Clémentine,Fruits,7,0
Pain complet,Boulangerie,8,1
Melon,Fruits,9,0
Melon,Fruits,1,0
Chèvre,Produits laitiers,9,1
Poireau,Légumes,5,0
Pastèque,Fruits,8,1
Pain de mie,Boulangerie,1,1
Baguette,Boulangerie,5,1
Cerise,Fruits,5,1
Raisin,Fruits,6,0
Brioche,Boulangerie,12,1
Brocoli,Légumes,4,0
Pain blanc,Boulangerie,2,1
Cerise,Fruits,4,0
Baguette,Boulangerie,8,1
Orange,Fruits,11,1
Pain de mie,Boulangerie,10,1
Gouda,Produits laitiers,8,1
Poivron,Légumes,9,0
Pain aux céréales,Boulangerie,3,1
Orange,Fruits,4,0
Yaourt nature,Produits laitiers,12,1
Courgette,Légumes,10,0
Navet,Légumes,7,0
Camembert,Produits laitiers,8,1
Pain toasté,Boulangerie,9,1
Brioche,Boulangerie,1,1
Clémentine,Fruits,1,1
Fromage blanc,Produits laitiers,12,1
Cerise,Fruits,10,0
Brioche,Boulangerie,6,1
Navet,Légumes,6,0
Navet,Légumes,8,0
Pain de mie,Boulangerie,7,1
Croissant,Boulangerie,10,1
Navet,Légumes,1,1
Baguette,Boulangerie,6,1
Chèvre,Produits laitiers,5,1
Clémentine,Fruits,6,0
Laitue,Légumes,12,0
Baguette,Boulangerie,1,1
Pêche,Fruits,8,1
Camembert,Produits laitiers,8,1
Raisin,Fruits,7,0
Gouda,Produits laitiers,8,1
Pain blanc,Boulangerie,2,1
Fraise,Fruits,10,0
Brie,Produits laitiers,12,1
Tomme,Produits laitiers,2,1
Brocoli,Légumes,4,0
Fraise,Fruits,8,0
Camembert,Produits laitiers,10,1
Pain de mie,Boulangerie,1,1
Fraise,Fruits,2,0
Pain aux céréales,Boulangerie,3,1
Beurre doux,Produits laitiers,9,1
Cerise,Fruits,12,0
Courgette,Légumes,5,0
Orange,Fruits,7,0
Fraise,Fruits,10,0
Courgette,Légumes,7,1
Chèvre,Produits laitiers,12,1
Raisin,Fruits,2,0
Chèvre,Produits laitiers,11,1
Pêche,Fruits,3,0
Courgette,Légumes,6,1
Roquefort,Produits laitiers,10,1
Melon,Fruits,6,1
Pain complet,Boulangerie,4,1
Roquefort,Produits laitiers,3,1
Laitue,Légumes,3,0
Poivron,Légumes,5,0
Yaourt nature,Produits laitiers,10,1
Clémentine,Fruits,9,0
Lait,Produits laitiers,2,1
Orange,Fruits,4,0
Aubergine,Légumes,6,1
Pain blanc,Boulangerie,1,1
Yaourt nature,Produits laitiers,12,1
Brioche,Boulangerie,10,1
Brioche,Boulangerie,9,1
Fraise,Fruits,7,1
Laitue,Légumes,3,0
Gouda,Produits laitiers,3,1
Pain de mie,Boulangerie,10,1
Fraise,Fruits,10,0
Chèvre,Produits laitiers,5,1
Raisin,Fruits,1,0
Pain toasté,Boulangerie,7,1
Fraise,Fruits,6,1
Raisin,Fruits,4,0
Brocoli,Légumes,4,0
Raisin,Fruits,9,1
Melon,Fruits,1,0
Fromage blanc,Produits laitiers,8,1
Chou-fleur,Légumes,12,1
Fromage blanc,Produits laitiers,1,1
Pain aux céréales,Boulangerie,11,1
Raisin,Fruits,9,1
Baguette,Boulangerie,5,1
Pain complet,Boulangerie,7,1
Brie,Produits laitiers,3,1
Pain de mie,Boulangerie,9,1
Pain pita,Boulangerie,10,1
Fraise,Fruits,5,1
Baguette,Boulangerie,12,1
Aubergine,Légumes,2,0
Camembert,Produits laitiers,4,1
Pain pita,Boulangerie,2,1
Carotte,Légumes,1,1
Brocoli,Légumes,6,0
Tomme,Produits laitiers,7,1
Raisin,Fruits,9,1
Brioche,Boulangerie,10,1
Croissant,Boulangerie,12,1
Melon,Fruits,10,0
Fraise,Fruits,3,0
Poireau,Légumes,2,1
Poivron,Légumes,8,1
Brioche,Boulangerie,6,1
Roquefort,Produits laitiers,9,1
Navet,Légumes,1,1
Pastèque,Fruits,2,0
Orange,Fruits,3,0
Brie,Produits laitiers,3,1
Brocoli,Légumes,8,0
Chèvre,Produits laitiers,10,1
Pain toasté,Boulangerie,5,1
Pêche,Fruits,8,1
Pain aux céréales,Boulangerie,10,1
Brie,Produits laitiers,9,1
Baguette,Boulangerie,6,1
Lait,Produits laitiers,11,1
Lait,Produits laitiers,6,1
Camembert,Produits laitiers,3,1
Cerise,Fruits,9,0
Camembert,Produits laitiers,3,1
Camembert,Produits laitiers,1,1
Pastèque,Fruits,8,1
Aubergine,Légumes,2,0
Lait,Produits laitiers,5,1
Clémentine,Fruits,9,0
Tomme,Produits laitiers,1,1
Lait,Produits laitiers,2,1
Pain complet,Boulangerie,3,1
Brioche,Boulangerie,3,1
Pain de mie,Boulangerie,2,1
Chou-fleur,Légumes,11,1
Pain pita,Boulangerie,2,1
Melon,Fruits,6,1
Melon,Fruits,6,1
Pain toasté,Boulangerie,4,1
Cerise,Fruits,9,0
Croissant,Boulangerie,10,1
Pain au chocolat,Boulangerie,7,1
Yaourt nature,Produits laitiers,3,1
Brie,Produits laitiers,3,1
Pain pita,Boulangerie,12,1
Fraise,Fruits,7,1
Yaourt nature,Produits laitiers,12,1
Brioche,Boulangerie,9,1
Pastèque,Fruits,7,1
Chou-fleur,Légumes,12,1
Brocoli,Légumes,2,0
Pain au chocolat,Boulangerie,11,1
Tomate,Légumes,5,0
Melon,Fruits,11,0
Poireau,Légumes,7,0
Gouda,Produits laitiers,4,1
Navet,Légumes,9,0
Cerise,Fruits,12,0
Tomme,Produits laitiers,2,1
Brie,Produits laitiers,7,1
Chou-fleur,Légumes,5,0
Pain pita,Boulangerie,5,1
Raisin,Fruits,12,0
Clémentine,Fruits,5,0
Beurre doux,Produits laitiers,2,1
Raisin,Fruits,10,1
Beurre doux,Produits laitiers,3,1
Raisin,Fruits,2,0
Pain au chocolat,Boulangerie,9,1
Pain blanc,Boulangerie,7,1
Pomme,Fruits,6,0
Chèvre,Produits laitiers,6,1
Pain complet,Boulangerie,5,1
Roquefort,Produits laitiers,9,1
Laitue,Légumes,10,0
Poireau,Légumes,9,0
Brie,Produits laitiers,2,1
Gouda,Produits laitiers,5,1
Abricot,Fruits,11,0
Pomme,Fruits,5,0
Pomme,Fruits,10,1
Pain toasté,Boulangerie,3,1
Poireau,Légumes,12,1
Beurre doux,Produits laitiers,2,1
Pain de mie,Boulangerie,9,1
Orange,Fruits,9,0
Brie,Produits laitiers,10,1
Pain pita,Boulangerie,2,1
Pain toasté,Boulangerie,2,1
Pain au chocolat,Boulangerie,1,1
Pomme,Fruits,5,0
Laitue,Légumes,12,0
Pomme,Fruits,2,0
Tomme,Produits laitiers,1,1
Aubergine,Légumes,12,0
Croissant,Boulangerie,6,1
Gouda,Produits laitiers,7,1
Brie,Produits laitiers,10,1
Pain de mie,Boulangerie,1,1
Tomate,Légumes,3,0
Tomate,Légumes,10,0
Pain toasté,Boulangerie,8,1
Tomme,Produits laitiers,9,1
Melon,Fruits,8,1
Pain de mie,Boulangerie,11,1
Pain au chocolat,Boulangerie,4,1
Poivron,Légumes,2,0
Camembert,Produits laitiers,10,1
Pain pita,Boulangerie,2,1
Fraise,Fruits,8,0
Orange,Fruits,3,0
Brioche,Boulangerie,5,1
Pêche,Fruits,4,0
Brie,Produits laitiers,11,1
Fraise,Fruits,11,0
Pomme,Fruits,10,1
Fraise,Fruits,3,0
Orange,Fruits,8,0
Pastèque,Fruits,10,0
